 SOUID,    DATE,   TG, Q_TG
102254,19510101,  -24,    0
102254,19510102,  -22,    0
102254,19510103,   -7,    0
102254,19510104,    9,    0
102254,19510105,   21,    0
102254,19510106,   28,    0
102254,19510107,   52,    0
102254,19510108,   41,    0
102254,19510109,   40,    0
102254,19510110,   20,    0
102254,19510111,   61,    0
102254,19510112,   64,    0
102254,19510113,   34,    0
102254,19510114,   41,    0
102254,19510115,   30,    0
102254,19510116,   22,    0
102254,19510117,   30,    0
102254,19510118,   48,    0
102254,19510119,   40,    0
102254,19510120,   31,    0
102254,19510121,  -18,    0
102254,19510122,    8,    0
102254,19510123,   25,    0
102254,19510124,    6,    0
102254,19510125,  -40,    0
102254,19510126,  -42,    0
102254,19510127,   -2,    0
102254,19510128,  -10,    0
102254,19510129,  -12,    0
102254,19510130,  -31,    0
102254,19510131,  -31,    0
102254,19510201,  -15,    0
102254,19510202,  -22,    0
102254,19510203,  -55,    0
102254,19510204,  -14,    0
102254,19510205,    9,    0
102254,19510206,   14,    0
102254,19510207,   22,    0
102254,19510208,   27,    0
102254,19510209,   45,    0
102254,19510210,   33,    0
102254,19510211,   32,    0
102254,19510212,   50,    0
102254,19510213,   16,    0
102254,19510214,    4,    0
102254,19510215,    7,    0
102254,19510216,   14,    0
102254,19510217,   47,    0
102254,19510218,   36,    0
102254,19510219,   34,    0
102254,19510220,   45,    0
102254,19510221,   50,    0
102254,19510222,   25,    0
102254,19510223,   27,    0
102254,19510224,   29,    0
102254,19510225,   22,    0
102254,19510226,    6,    0
102254,19510227,    5,    0
102254,19510228,   -6,    0
102254,19510301,   -1,    0
102254,19510302,  -22,    0
102254,19510303,  -19,    0
102254,19510304,  -22,    0
102254,19510305,  -24,    0
102254,19510306,  -11,    0
102254,19510307,    2,    0
102254,19510308,  -10,    0
102254,19510309,  -21,    0
102254,19510310,  -23,    0
102254,19510311,    8,    0
102254,19510312,   43,    0
102254,19510313,   67,    0
102254,19510314,   77,    0
102254,19510315,   65,    0
102254,19510316,   44,    0
102254,19510317,   98,    0
102254,19510318,   90,    0
102254,19510319,   39,    0
102254,19510320,    7,    0
102254,19510321,   11,    0
102254,19510322,   36,    0
102254,19510323,   87,    0
102254,19510324,   39,    0
102254,19510325,    6,    0
102254,19510326,   12,    0
102254,19510327,   36,    0
102254,19510328,   20,    0
102254,19510329,   22,    0
102254,19510330,   44,    0
102254,19510331,   51,    0
102254,19510401,   63,    0
102254,19510402,   65,    0
102254,19510403,   56,    0
102254,19510404,   78,    0
102254,19510405,   77,    0
102254,19510406,   94,    0
102254,19510407,  124,    0
102254,19510408,   71,    0
102254,19510409,   90,    0
102254,19510410,   72,    0
102254,19510411,   45,    0
102254,19510412,   59,    0
102254,19510413,   84,    0
102254,19510414,   44,    0
102254,19510415,   44,    0
102254,19510416,  101,    0
102254,19510417,   71,    0
102254,19510418,   78,    0
102254,19510419,   75,    0
102254,19510420,   58,    0
102254,19510421,   50,    0
102254,19510422,   64,    0
102254,19510423,   91,    0
102254,19510424,  114,    0
102254,19510425,  170,    0
102254,19510426,  199,    0
102254,19510427,  127,    0
102254,19510428,   82,    0
102254,19510429,   64,    0
102254,19510430,   66,    0
102254,19510501,  110,    0
102254,19510502,  118,    0
102254,19510503,  138,    0
102254,19510504,  146,    0
102254,19510505,  108,    0
102254,19510506,  114,    0
102254,19510507,  129,    0
102254,19510508,  131,    0
102254,19510509,  128,    0
102254,19510510,  102,    0
102254,19510511,   72,    0
102254,19510512,  114,    0
102254,19510513,  119,    0
102254,19510514,   95,    0
102254,19510515,   84,    0
102254,19510516,   78,    0
102254,19510517,  112,    0
102254,19510518,  146,    0
102254,19510519,  148,    0
102254,19510520,  172,    0
102254,19510521,  140,    0
102254,19510522,  145,    0
102254,19510523,  132,    0
102254,19510524,  154,    0
102254,19510525,  156,    0
102254,19510526,  123,    0
102254,19510527,  145,    0
102254,19510528,  114,    0
102254,19510529,   82,    0
102254,19510530,   95,    0
102254,19510531,  141,    0
102254,19510601,  154,    0
102254,19510602,  170,    0
102254,19510603,  154,    0
102254,19510604,  154,    0
102254,19510605,  154,    0
102254,19510606,  166,    0
102254,19510607,  134,    0
102254,19510608,  140,    0
102254,19510609,  148,    0
102254,19510610,  115,    0
102254,19510611,  143,    0
102254,19510612,  176,    0
102254,19510613,  155,    0
102254,19510614,  192,    0
102254,19510615,  208,    0
102254,19510616,  182,    0
102254,19510617,  192,    0
102254,19510618,  179,    0
102254,19510619,  147,    0
102254,19510620,  166,    0
102254,19510621,  189,    0
102254,19510622,  197,    0
102254,19510623,  216,    0
102254,19510624,  166,    0
102254,19510625,  158,    0
102254,19510626,  142,    0
102254,19510627,  120,    0
102254,19510628,  142,    0
102254,19510629,  128,    0
102254,19510630,  125,    0
102254,19510701,  152,    0
102254,19510702,  186,    0
102254,19510703,  180,    0
102254,19510704,  130,    0
102254,19510705,  115,    0
102254,19510706,  159,    0
102254,19510707,  203,    0
102254,19510708,  218,    0
102254,19510709,  187,    0
102254,19510710,  214,    0
102254,19510711,  243,    0
102254,19510712,  195,    0
102254,19510713,  197,    0
102254,19510714,  186,    0
102254,19510715,  165,    0
102254,19510716,  136,    0
102254,19510717,  174,    0
102254,19510718,  157,    0
102254,19510719,  149,    0
102254,19510720,  171,    0
102254,19510721,  141,    0
102254,19510722,  153,    0
102254,19510723,  169,    0
102254,19510724,  179,    0
102254,19510725,  151,    0
102254,19510726,  166,    0
102254,19510727,  168,    0
102254,19510728,  198,    0
102254,19510729,  193,    0
102254,19510730,  191,    0
102254,19510731,  211,    0
102254,19510801,  232,    0
102254,19510802,  206,    0
102254,19510803,  213,    0
102254,19510804,  206,    0
102254,19510805,  198,    0
102254,19510806,  196,    0
102254,19510807,  198,    0
102254,19510808,  187,    0
102254,19510809,  172,    0
102254,19510810,  158,    0
102254,19510811,  164,    0
102254,19510812,  188,    0
102254,19510813,  163,    0
102254,19510814,  147,    0
102254,19510815,  156,    0
102254,19510816,  137,    0
102254,19510817,  161,    0
102254,19510818,  163,    0
102254,19510819,  190,    0
102254,19510820,  176,    0
102254,19510821,  170,    0
102254,19510822,  164,    0
102254,19510823,  166,    0
102254,19510824,  176,    0
102254,19510825,  182,    0
102254,19510826,  184,    0
102254,19510827,  172,    0
102254,19510828,  175,    0
102254,19510829,  225,    0
102254,19510830,  238,    0
102254,19510831,  160,    0
102254,19510901,  146,    0
102254,19510902,  145,    0
102254,19510903,  139,    0
102254,19510904,  171,    0
102254,19510905,  194,    0
102254,19510906,  210,    0
102254,19510907,  210,    0
102254,19510908,  191,    0
102254,19510909,  170,    0
102254,19510910,  170,    0
102254,19510911,  192,    0
102254,19510912,  222,    0
102254,19510913,  231,    0
102254,19510914,  155,    0
102254,19510915,  144,    0
102254,19510916,  156,    0
102254,19510917,  120,    0
102254,19510918,  118,    0
102254,19510919,  105,    0
102254,19510920,  106,    0
102254,19510921,  108,    0
102254,19510922,  119,    0
102254,19510923,  127,    0
102254,19510924,  134,    0
102254,19510925,  130,    0
102254,19510926,  148,    0
102254,19510927,  147,    0
102254,19510928,  143,    0
102254,19510929,  147,    0
102254,19510930,  148,    0
102254,19511001,  127,    0
102254,19511002,  123,    0
102254,19511003,  108,    0
102254,19511004,   92,    0
102254,19511005,   92,    0
102254,19511006,   81,    0
102254,19511007,   56,    0
102254,19511008,   58,    0
102254,19511009,   65,    0
102254,19511010,   46,    0
102254,19511011,   72,    0
102254,19511012,   81,    0
102254,19511013,   82,    0
102254,19511014,   89,    0
102254,19511015,   77,    0
102254,19511016,   73,    0
102254,19511017,   43,    0
102254,19511018,   37,    0
102254,19511019,   46,    0
102254,19511020,   22,    0
102254,19511021,   76,    0
102254,19511022,   78,    0
102254,19511023,   68,    0
102254,19511024,   70,    0
102254,19511025,   83,    0
102254,19511026,   69,    0
102254,19511027,   57,    0
102254,19511028,   59,    0
102254,19511029,   58,    0
102254,19511030,   78,    0
102254,19511031,   93,    0
102254,19511101,   82,    0
102254,19511102,   63,    0
102254,19511103,   56,    0
102254,19511104,   44,    0
102254,19511105,   42,    0
102254,19511106,   72,    0
102254,19511107,   64,    0
102254,19511108,   77,    0
102254,19511109,   82,    0
102254,19511110,   82,    0
102254,19511111,   78,    0
102254,19511112,   70,    0
102254,19511113,   74,    0
102254,19511114,   60,    0
102254,19511115,   50,    0
102254,19511116,   88,    0
102254,19511117,   81,    0
102254,19511118,   87,    0
102254,19511119,   66,    0
102254,19511120,   72,    0
102254,19511121,   73,    0
102254,19511122,   65,    0
102254,19511123,   52,    0
102254,19511124,  104,    0
102254,19511125,   80,    0
102254,19511126,   34,    0
102254,19511127,   58,    0
102254,19511128,   59,    0
102254,19511129,   45,    0
102254,19511130,   93,    0
102254,19511201,   67,    0
102254,19511202,   37,    0
102254,19511203,   30,    0
102254,19511204,   73,    0
102254,19511205,   93,    0
102254,19511206,   61,    0
102254,19511207,   28,    0
102254,19511208,   42,    0
102254,19511209,   57,    0
102254,19511210,   18,    0
102254,19511211,   12,    0
102254,19511212,   15,    0
102254,19511213,   12,    0
102254,19511214,  -18,    0
102254,19511215,   21,    0
102254,19511216,   57,    0
102254,19511217,   58,    0
102254,19511218,   62,    0
102254,19511219,   41,    0
102254,19511220,   21,    0
102254,19511221,   44,    0
102254,19511222,   41,    0
102254,19511223,   24,    0
102254,19511224,   28,    0
102254,19511225,   62,    0
102254,19511226,   48,    0
102254,19511227,   26,    0
102254,19511228,   25,    0
102254,19511229,   -2,    0
102254,19511230,   20,    0
102254,19511231,   23,    0
102254,19520101,   22,    0
102254,19520102,   44,    0
102254,19520103,   16,    0
102254,19520104,   21,    0
102254,19520105,    4,    0
102254,19520106,    9,    0
102254,19520107,   47,    0
102254,19520108,   43,    0
102254,19520109,   32,    0
102254,19520110,   22,    0
102254,19520111,   38,    0
102254,19520112,   12,    0
102254,19520113,    1,    0
102254,19520114,   30,    0
102254,19520115,   62,    0
102254,19520116,   36,    0
102254,19520117,   13,    0
102254,19520118,    8,    0
102254,19520119,   -5,    0
102254,19520120,   -3,    0
102254,19520121,    7,    0
102254,19520122,  -23,    0
102254,19520123,  -32,    0
102254,19520124,  -21,    0
102254,19520125,  -30,    0
102254,19520126,  -38,    0
102254,19520127,  -44,    0
102254,19520128,  -26,    0
102254,19520129,  -26,    0
102254,19520130,   10,    0
102254,19520131,    4,    0
102254,19520201,   11,    0
102254,19520202,    2,    0
102254,19520203,  -15,    0
102254,19520204,  -14,    0
102254,19520205,  -14,    0
102254,19520206,   -2,    0
102254,19520207,   26,    0
102254,19520208,    8,    0
102254,19520209,   -4,    0
102254,19520210,   -6,    0
102254,19520211,   -7,    0
102254,19520212,  -32,    0
102254,19520213,  -15,    0
102254,19520214,  -28,    0
102254,19520215,  -44,    0
102254,19520216,  -32,    0
102254,19520217,  -10,    0
102254,19520218,   -6,    0
102254,19520219,   11,    0
102254,19520220,   22,    0
102254,19520221,   48,    0
102254,19520222,   53,    0
102254,19520223,   46,    0
102254,19520224,   56,    0
102254,19520225,   52,    0
102254,19520226,   30,    0
102254,19520227,   38,    0
102254,19520228,   28,    0
102254,19520229,   19,    0
102254,19520301,   24,    0
102254,19520302,   43,    0
102254,19520303,   90,    0
102254,19520304,   54,    0
102254,19520305,   12,    0
102254,19520306,  -14,    0
102254,19520307,  -31,    0
102254,19520308,  -16,    0
102254,19520309,   14,    0
102254,19520310,   38,    0
102254,19520311,   36,    0
102254,19520312,   36,    0
102254,19520313,   11,    0
102254,19520314,   -6,    0
102254,19520315,    8,    0
102254,19520316,   37,    0
102254,19520317,   63,    0
102254,19520318,   53,    0
102254,19520319,   27,    0
102254,19520320,   15,    0
102254,19520321,   -8,    0
102254,19520322,   30,    0
102254,19520323,   52,    0
102254,19520324,   51,    0
102254,19520325,   45,    0
102254,19520326,    0,    0
102254,19520327,  -11,    0
102254,19520328,    1,    0
102254,19520329,  -15,    0
102254,19520330,  -12,    0
102254,19520331,   20,    0
102254,19520401,  -14,    0
102254,19520402,   12,    0
102254,19520403,   32,    0
102254,19520404,   59,    0
102254,19520405,   63,    0
102254,19520406,   70,    0
102254,19520407,  112,    0
102254,19520408,  120,    0
102254,19520409,  144,    0
102254,19520410,  150,    0
102254,19520411,  162,    0
102254,19520412,  162,    0
102254,19520413,  178,    0
102254,19520414,  159,    0
102254,19520415,  168,    0
102254,19520416,  172,    0
102254,19520417,  134,    0
102254,19520418,  129,    0
102254,19520419,  143,    0
102254,19520420,  151,    0
102254,19520421,  149,    0
102254,19520422,  115,    0
102254,19520423,  133,    0
102254,19520424,  114,    0
102254,19520425,  114,    0
102254,19520426,   71,    0
102254,19520427,   92,    0
102254,19520428,   80,    0
102254,19520429,   96,    0
102254,19520430,  143,    0
102254,19520501,  162,    0
102254,19520502,  128,    0
102254,19520503,  153,    0
102254,19520504,  158,    0
102254,19520505,  148,    0
102254,19520506,  168,    0
102254,19520507,  145,    0
102254,19520508,  130,    0
102254,19520509,  148,    0
102254,19520510,  136,    0
102254,19520511,  148,    0
102254,19520512,  108,    0
102254,19520513,  113,    0
102254,19520514,  124,    0
102254,19520515,  139,    0
102254,19520516,  116,    0
102254,19520517,   93,    0
102254,19520518,  126,    0
102254,19520519,   94,    0
102254,19520520,   74,    0
102254,19520521,  100,    0
102254,19520522,  120,    0
102254,19520523,  131,    0
102254,19520524,  128,    0
102254,19520525,  102,    0
102254,19520526,  120,    0
102254,19520527,  106,    0
102254,19520528,  114,    0
102254,19520529,  102,    0
102254,19520530,  110,    0
102254,19520531,  176,    0
102254,19520601,  175,    0
102254,19520602,  178,    0
102254,19520603,  144,    0
102254,19520604,  135,    0
102254,19520605,  156,    0
102254,19520606,  178,    0
102254,19520607,  128,    0
102254,19520608,  128,    0
102254,19520609,  118,    0
102254,19520610,  142,    0
102254,19520611,  143,    0
102254,19520612,  130,    0
102254,19520613,  196,    0
102254,19520614,  169,    0
102254,19520615,  136,    0
102254,19520616,  116,    0
102254,19520617,  175,    0
102254,19520618,  180,    0
102254,19520619,  156,    0
102254,19520620,  147,    0
102254,19520621,  139,    0
102254,19520622,  159,    0
102254,19520623,  130,    0
102254,19520624,  114,    0
102254,19520625,  132,    0
102254,19520626,  134,    0
102254,19520627,  166,    0
102254,19520628,  181,    0
102254,19520629,  215,    0
102254,19520630,  233,    0
102254,19520701,  237,    0
102254,19520702,  265,    0
102254,19520703,  245,    0
102254,19520704,  234,    0
102254,19520705,  231,    0
102254,19520706,  216,    0
102254,19520707,  217,    0
102254,19520708,  232,    0
102254,19520709,  211,    0
102254,19520710,  189,    0
102254,19520711,  217,    0
102254,19520712,  177,    0
102254,19520713,  177,    0
102254,19520714,  182,    0
102254,19520715,  141,    0
102254,19520716,  151,    0
102254,19520717,  164,    0
102254,19520718,  139,    0
102254,19520719,  148,    0
102254,19520720,  187,    0
102254,19520721,  151,    0
102254,19520722,  201,    0
102254,19520723,  148,    0
102254,19520724,  147,    0
102254,19520725,  155,    0
102254,19520726,  148,    0
102254,19520727,  166,    0
102254,19520728,  146,    0
102254,19520729,  146,    0
102254,19520730,  164,    0
102254,19520731,  196,    0
102254,19520801,  209,    0
102254,19520802,  224,    0
102254,19520803,  182,    0
102254,19520804,  185,    0
102254,19520805,  210,    0
102254,19520806,  227,    0
102254,19520807,  212,    0
102254,19520808,  198,    0
102254,19520809,  212,    0
102254,19520810,  187,    0
102254,19520811,  200,    0
102254,19520812,  258,    0
102254,19520813,  224,    0
102254,19520814,  199,    0
102254,19520815,  183,    0
102254,19520816,  188,    0
102254,19520817,  161,    0
102254,19520818,  161,    0
102254,19520819,  156,    0
102254,19520820,  160,    0
102254,19520821,  158,    0
102254,19520822,  136,    0
102254,19520823,  149,    0
102254,19520824,  155,    0
102254,19520825,  164,    0
102254,19520826,  147,    0
102254,19520827,  184,    0
102254,19520828,  167,    0
102254,19520829,  144,    0
102254,19520830,  187,    0
102254,19520831,  190,    0
102254,19520901,  171,    0
102254,19520902,  145,    0
102254,19520903,  135,    0
102254,19520904,  124,    0
102254,19520905,  117,    0
102254,19520906,  112,    0
102254,19520907,  112,    0
102254,19520908,  122,    0
102254,19520909,  118,    0
102254,19520910,   98,    0
102254,19520911,  103,    0
102254,19520912,  101,    0
102254,19520913,  113,    0
102254,19520914,  111,    0
102254,19520915,  101,    0
102254,19520916,   94,    0
102254,19520917,  124,    0
102254,19520918,   97,    0
102254,19520919,   81,    0
102254,19520920,   81,    0
102254,19520921,  110,    0
102254,19520922,   89,    0
102254,19520923,  130,    0
102254,19520924,  147,    0
102254,19520925,  124,    0
102254,19520926,  108,    0
102254,19520927,  108,    0
102254,19520928,   86,    0
102254,19520929,   80,    0
102254,19520930,   95,    0
102254,19521001,  131,    0
102254,19521002,  106,    0
102254,19521003,   79,    0
102254,19521004,   77,    0
102254,19521005,   69,    0
102254,19521006,   98,    0
102254,19521007,   88,    0
102254,19521008,   73,    0
102254,19521009,   96,    0
102254,19521010,   75,    0
102254,19521011,   58,    0
102254,19521012,   39,    0
102254,19521013,   41,    0
102254,19521014,   63,    0
102254,19521015,   58,    0
102254,19521016,   49,    0
102254,19521017,   52,    0
102254,19521018,   48,    0
102254,19521019,   27,    0
102254,19521020,   32,    0
102254,19521021,   38,    0
102254,19521022,   44,    0
102254,19521023,   58,    0
102254,19521024,  111,    0
102254,19521025,   94,    0
102254,19521026,  108,    0
102254,19521027,   92,    0
102254,19521028,  113,    0
102254,19521029,  117,    0
102254,19521030,   85,    0
102254,19521031,   62,    0
102254,19521101,   62,    0
102254,19521102,   72,    0
102254,19521103,   51,    0
102254,19521104,   52,    0
102254,19521105,   84,    0
102254,19521106,   69,    0
102254,19521107,   30,    0
102254,19521108,    6,    0
102254,19521109,   27,    0
102254,19521110,   45,    0
102254,19521111,   30,    0
102254,19521112,   12,    0
102254,19521113,    1,    0
102254,19521114,    1,    0
102254,19521115,   -6,    0
102254,19521116,  -25,    0
102254,19521117,  -37,    0
102254,19521118,   -3,    0
102254,19521119,   24,    0
102254,19521120,   16,    0
102254,19521121,   17,    0
102254,19521122,  -10,    0
102254,19521123,   22,    0
102254,19521124,   13,    0
102254,19521125,    9,    0
102254,19521126,    2,    0
102254,19521127,  -14,    0
102254,19521128,   -8,    0
102254,19521129,  -70,    0
102254,19521130,  -47,    0
102254,19521201,  -66,    0
102254,19521202,  -68,    0
102254,19521203,    0,    0
102254,19521204,  -22,    0
102254,19521205,    6,    0
102254,19521206,  -18,    0
102254,19521207,   -9,    0
102254,19521208,    1,    0
102254,19521209,  -24,    0
102254,19521210,  -32,    0
102254,19521211,  -13,    0
102254,19521212,   22,    0
102254,19521213,   16,    0
102254,19521214,    8,    0
102254,19521215,   -4,    0
102254,19521216,  -13,    0
102254,19521217,   -4,    0
102254,19521218,  -18,    0
102254,19521219,  -38,    0
102254,19521220,    8,    0
102254,19521221,   22,    0
102254,19521222,   -1,    0
102254,19521223,   14,    0
102254,19521224,   27,    0
102254,19521225,   40,    0
102254,19521226,   10,    0
102254,19521227,    6,    0
102254,19521228,   -1,    0
102254,19521229,  -14,    0
102254,19521230,  -21,    0
102254,19521231,  -28,    0
102254,19530101,  -14,    0
102254,19530102,   -2,    0
102254,19530103,   -2,    0
102254,19530104,  -10,    0
102254,19530105,  -35,    0
102254,19530106,  -47,    0
102254,19530107,  -13,    0
102254,19530108,   -6,    0
102254,19530109,  -10,    0
102254,19530110,    2,    0
102254,19530111,  -17,    0
102254,19530112,    1,    0
102254,19530113,   -5,    0
102254,19530114,  -68,    0
102254,19530115,  -46,    0
102254,19530116,   12,    0
102254,19530117,   10,    0
102254,19530118,   11,    0
102254,19530119,    1,    0
102254,19530120,    2,    0
102254,19530121,   18,    0
102254,19530122,   18,    0
102254,19530123,   11,    0
102254,19530124,   22,    0
102254,19530125,    9,    0
102254,19530126,  -23,    0
102254,19530127,   30,    0
102254,19530128,   86,    0
102254,19530129,   80,    0
102254,19530130,   71,    0
102254,19530131,   39,    0
102254,19530201,    9,    0
102254,19530202,   10,    0
102254,19530203,   -8,    0
102254,19530204,  -14,    0
102254,19530205,  -28,    0
102254,19530206,  -48,    0
102254,19530207, -108,    0
102254,19530208, -122,    0
102254,19530209,  -40,    0
102254,19530210,    6,    0
102254,19530211,   18,    0
102254,19530212,  -23,    0
102254,19530213,  -28,    0
102254,19530214,  -36,    0
102254,19530215,  -23,    0
102254,19530216,  -37,    0
102254,19530217,   -1,    0
102254,19530218,   20,    0
102254,19530219,   54,    0
102254,19530220,   67,    0
102254,19530221,   78,    0
102254,19530222,   83,    0
102254,19530223,   69,    0
102254,19530224,   73,    0
102254,19530225,   66,    0
102254,19530226,   41,    0
102254,19530227,   59,    0
102254,19530228,   24,    0
102254,19530301,   -8,    0
102254,19530302,  -24,    0
102254,19530303,   20,    0
102254,19530304,   43,    0
102254,19530305,   46,    0
102254,19530306,   40,    0
102254,19530307,   20,    0
102254,19530308,   15,    0
102254,19530309,   32,    0
102254,19530310,   25,    0
102254,19530311,   27,    0
102254,19530312,   23,    0
102254,19530313,   26,    0
102254,19530314,   -1,    0
102254,19530315,   32,    0
102254,19530316,   74,    0
102254,19530317,   75,    0
102254,19530318,   70,    0
102254,19530319,   75,    0
102254,19530320,   73,    0
102254,19530321,   78,    0
102254,19530322,   68,    0
102254,19530323,   73,    0
102254,19530324,   79,    0
102254,19530325,  116,    0
102254,19530326,  115,    0
102254,19530327,   41,    0
102254,19530328,   82,    0
102254,19530329,  127,    0
102254,19530330,  157,    0
102254,19530331,   61,    0
102254,19530401,   92,    0
102254,19530402,  128,    0
102254,19530403,  142,    0
102254,19530404,  144,    0
102254,19530405,   78,    0
102254,19530406,   80,    0
102254,19530407,   62,    0
102254,19530408,   62,    0
102254,19530409,   67,    0
102254,19530410,   68,    0
102254,19530411,   78,    0
102254,19530412,  127,    0
102254,19530413,   83,    0
102254,19530414,   66,    0
102254,19530415,   58,    0
102254,19530416,   88,    0
102254,19530417,   98,    0
102254,19530418,  105,    0
102254,19530419,   90,    0
102254,19530420,   75,    0
102254,19530421,   98,    0
102254,19530422,  111,    0
102254,19530423,  130,    0
102254,19530424,  115,    0
102254,19530425,   75,    0
102254,19530426,   90,    0
102254,19530427,  161,    0
102254,19530428,  115,    0
102254,19530429,   92,    0
102254,19530430,  113,    0
102254,19530501,  155,    0
102254,19530502,  185,    0
102254,19530503,  170,    0
102254,19530504,  138,    0
102254,19530505,  102,    0
102254,19530506,   90,    0
102254,19530507,   66,    0
102254,19530508,   68,    0
102254,19530509,   40,    0
102254,19530510,   42,    0
102254,19530511,   52,    0
102254,19530512,   62,    0
102254,19530513,   71,    0
102254,19530514,  102,    0
102254,19530515,  151,    0
102254,19530516,  196,    0
102254,19530517,  174,    0
102254,19530518,  201,    0
102254,19530519,  226,    0
102254,19530520,  205,    0
102254,19530521,  209,    0
102254,19530522,  212,    0
102254,19530523,  204,    0
102254,19530524,  214,    0
102254,19530525,  202,    0
102254,19530526,  193,    0
102254,19530527,  130,    0
102254,19530528,  116,    0
102254,19530529,  104,    0
102254,19530530,  102,    0
102254,19530531,  108,    0
102254,19530601,  110,    0
102254,19530602,  107,    0
102254,19530603,   95,    0
102254,19530604,  118,    0
102254,19530605,  141,    0
102254,19530606,  165,    0
102254,19530607,  194,    0
102254,19530608,  192,    0
102254,19530609,  189,    0
102254,19530610,  209,    0
102254,19530611,  176,    0
102254,19530612,  156,    0
102254,19530613,  158,    0
102254,19530614,  180,    0
102254,19530615,  183,    0
102254,19530616,  188,    0
102254,19530617,  192,    0
102254,19530618,  151,    0
102254,19530619,  169,    0
102254,19530620,  192,    0
102254,19530621,  226,    0
102254,19530622,  221,    0
102254,19530623,  210,    0
102254,19530624,  189,    0
102254,19530625,  200,    0
102254,19530626,  183,    0
102254,19530627,  184,    0
102254,19530628,  184,    0
102254,19530629,  196,    0
102254,19530630,  216,    0
102254,19530701,  233,    0
102254,19530702,  249,    0
102254,19530703,  233,    0
102254,19530704,  219,    0
102254,19530705,  171,    0
102254,19530706,  204,    0
102254,19530707,  203,    0
102254,19530708,  172,    0
102254,19530709,  168,    0
102254,19530710,  156,    0
102254,19530711,  151,    0
102254,19530712,  175,    0
102254,19530713,  164,    0
102254,19530714,  154,    0
102254,19530715,  148,    0
102254,19530716,  168,    0
102254,19530717,  199,    0
102254,19530718,  177,    0
102254,19530719,  157,    0
102254,19530720,  152,    0
102254,19530721,  213,    0
102254,19530722,  214,    0
102254,19530723,  188,    0
102254,19530724,  178,    0
102254,19530725,  208,    0
102254,19530726,  214,    0
102254,19530727,  151,    0
102254,19530728,  173,    0
102254,19530729,  178,    0
102254,19530730,  152,    0
102254,19530731,  141,    0
102254,19530801,  155,    0
102254,19530802,  145,    0
102254,19530803,  140,    0
102254,19530804,  161,    0
102254,19530805,  166,    0
102254,19530806,  147,    0
102254,19530807,  136,    0
102254,19530808,  147,    0
102254,19530809,  168,    0
102254,19530810,  201,    0
102254,19530811,  195,    0
102254,19530812,  222,    0
102254,19530813,  230,    0
102254,19530814,  204,    0
102254,19530815,  230,    0
102254,19530816,  196,    0
102254,19530817,  159,    0
102254,19530818,  186,    0
102254,19530819,  160,    0
102254,19530820,  184,    0
102254,19530821,  179,    0
102254,19530822,  138,    0
102254,19530823,  145,    0
102254,19530824,  164,    0
102254,19530825,  152,    0
102254,19530826,  142,    0
102254,19530827,  152,    0
102254,19530828,  148,    0
102254,19530829,  148,    0
102254,19530830,  176,    0
102254,19530831,  162,    0
102254,19530901,  165,    0
102254,19530902,  230,    0
102254,19530903,  173,    0
102254,19530904,  146,    0
102254,19530905,  122,    0
102254,19530906,  122,    0
102254,19530907,  119,    0
102254,19530908,  147,    0
102254,19530909,  161,    0
102254,19530910,  125,    0
102254,19530911,  120,    0
102254,19530912,  124,    0
102254,19530913,  108,    0
102254,19530914,  113,    0
102254,19530915,  125,    0
102254,19530916,  140,    0
102254,19530917,  124,    0
102254,19530918,  132,    0
102254,19530919,  138,    0
102254,19530920,  130,    0
102254,19530921,  145,    0
102254,19530922,  128,    0
102254,19530923,  155,    0
102254,19530924,  124,    0
102254,19530925,  130,    0
102254,19530926,  121,    0
102254,19530927,  155,    0
102254,19530928,  156,    0
102254,19530929,  119,    0
102254,19530930,  129,    0
102254,19531001,  159,    0
102254,19531002,  168,    0
102254,19531003,  150,    0
102254,19531004,  114,    0
102254,19531005,   97,    0
102254,19531006,   90,    0
102254,19531007,   94,    0
102254,19531008,   69,    0
102254,19531009,   75,    0
102254,19531010,   92,    0
102254,19531011,   86,    0
102254,19531012,   92,    0
102254,19531013,   98,    0
102254,19531014,  107,    0
102254,19531015,  130,    0
102254,19531016,  133,    0
102254,19531017,  126,    0
102254,19531018,  119,    0
102254,19531019,  131,    0
102254,19531020,  126,    0
102254,19531021,   91,    0
102254,19531022,   69,    0
102254,19531023,   82,    0
102254,19531024,  108,    0
102254,19531025,  108,    0
102254,19531026,  113,    0
102254,19531027,  101,    0
102254,19531028,  119,    0
102254,19531029,  109,    0
102254,19531030,   87,    0
102254,19531031,   94,    0
102254,19531101,   58,    0
102254,19531102,   63,    0
102254,19531103,   59,    0
102254,19531104,   72,    0
102254,19531105,   78,    0
102254,19531106,   67,    0
102254,19531107,   57,    0
102254,19531108,   70,    0
102254,19531109,   66,    0
102254,19531110,   55,    0
102254,19531111,   37,    0
102254,19531112,   80,    0
102254,19531113,  100,    0
102254,19531114,  100,    0
102254,19531115,   94,    0
102254,19531116,   33,    0
102254,19531117,   10,    0
102254,19531118,   10,    0
102254,19531119,   54,    0
102254,19531120,   82,    0
102254,19531121,   83,    0
102254,19531122,   62,    0
102254,19531123,   63,    0
102254,19531124,    0,    0
102254,19531125,  -34,    0
102254,19531126,  -12,    0
102254,19531127,   30,    0
102254,19531128,   68,    0
102254,19531129,  115,    0
102254,19531130,  126,    0
102254,19531201,   64,    0
